patient,run,task,file,channel,signal_type,sfreq,duration_seconds,mean,std,var,min,max,median,rms,ptp,delta_power,delta_relative_power,theta_power,theta_relative_power,alpha_power,alpha_relative_power,beta_power,beta_relative_power,gamma_power,gamma_relative_power
S014,R08,motor_imagery_left_right_fist,S014R08.edf,Fcz.,EEG,160.0,122.99375,-5.340059572743631e-08,2.7423638987004888e-05,7.520559752895745e-10,-0.0001425646857681477,0.00017750548485514394,-1.2235869261317278e-06,2.7423690979027578e-05,0.00032007017062329164,7.482194386941779e-10,0.32390387985112035,5.407414478703903e-10,0.23408674501588386,7.506400397455425e-10,0.324951757026668,2.3299590825306444e-10,0.10086383054189753,3.824129924509392e-11,0.01655464233547722
S014,R08,motor_imagery_left_right_fist,S014R08.edf,Fc2.,EEG,160.0,122.99375,-5.6499843498451185e-08,2.8019065872405228e-05,7.850680523621833e-10,-0.00014099805174522836,0.0001847431780134299,-9.527611253305833e-07,2.801912283770673e-05,0.0003257412297586582,7.588531824007907e-10,0.3263004219208249,5.514422868308099e-10,0.23711549879597674,7.318481989430484e-10,0.3146885084432423,2.402475442394008e-10,0.1033044031030433,4.439947660231756e-11,0.01909139776229911
S014,R08,motor_imagery_left_right_fist,S014R08.edf,Fc4.,EEG,160.0,122.99375,-2.0536509439917575e-08,2.4979330608652562e-05,6.239669576563668e-10,-0.00011219840947918537,0.0001486936159098848,-1.3516857305697396e-06,2.497933905059513e-05,0.00026089202538907017,6.228265735342962e-10,0.32792660612071917,4.3426693869505554e-10,0.22864741070471079,5.945483416454255e-10,0.3130377349574508,2.0183845332018396e-10,0.10627067275943461,4.689289524610068e-11,0.024689742927902606
S014,R08,motor_imagery_left_right_fist,S014R08.edf,Fc6.,EEG,160.0,122.99375,1.0998799544321039e-08,2.180521715067768e-05,4.75467494988208e-10,-8.80550494792133e-05,0.0001198968363593409,-9.755376994987388e-07,2.1805219924637297e-05,0.0002079518858385542,4.5252835414543113e-10,0.31723954559824197,2.4342500822266686e-10,0.1706501665329667,3.7218946633047636e-10,0.26091893710860553,2.1504819486393553e-10,0.15075694372607723,1.4630675456564728e-10,0.10256658596345786
S014,R08,motor_imagery_left_right_fist,S014R08.edf,C5..,EEG,160.0,122.99375,-3.519764151034814e-08,2.635930193673993e-05,6.948127985922214e-10,-0.00011186658888481059,0.00017263445515448662,-8.851846424090544e-07,2.6359325436478628e-05,0.0002845010440392972,5.014761288390443e-10,0.25352761720857087,3.819772979492829e-10,0.193113467636129,5.528509046619321e-10,0.2795007867174665,3.4701424541592033e-10,0.17543745298784938,1.9801629464267048e-10,0.1001096492178988
S014,R08,motor_imagery_left_right_fist,S014R08.edf,C3..,EEG,160.0,122.99375,-6.80698167976008e-08,2.6015086677014413e-05,6.767847348125729e-10,-0.00010590511530033858,0.00017947602697202387,-1.0026367152933428e-06,2.601517573095619e-05,0.0002853811422723624,5.719613442316912e-10,0.28510048821928213,4.608993647508776e-10,0.2297404103190641,6.663571467646167e-10,0.3321531250091669,2.53877008538322e-10,0.12654781623250128,5.4140727817507e-11,0.026987047444706078
S014,R08,motor_imagery_left_right_fist,S014R08.edf,C1..,EEG,160.0,122.99375,-5.376248855238362e-08,2.746016585603233e-05,7.540607088408038e-10,-0.00013806987191513612,0.00016736838678514505,-1.116747331674284e-06,2.746021848503721e-05,0.00030543825870028114,6.778252756139428e-10,0.30344695041003195,5.330086381102868e-10,0.2386158374372723,7.195072107204756e-10,0.32210700418836,2.598327812625595e-10,0.11632122307517374,4.454069720330404e-11,0.019939856511307166
S014,R08,motor_imagery_left_right_fist,S014R08.edf,Cz..,EEG,160.0,122.99375,-1.2378785352162247e-09,2.6311085636537967e-05,6.922732273732345e-10,-0.0001417281126774748,0.00016482934116503255,-9.555628684652606e-07,2.6311085665657696e-05,0.00030655745384250736,5.842785608336161e-10,0.28284283434213775,5.077703193106405e-10,0.24580603488809513,7.112436158138374e-10,0.34430522303867844,2.2670578897193503e-10,0.10974578259915407,3.6573628709504784e-11,0.017704891981000004
S014,R08,motor_imagery_left_right_fist,S014R08.edf,C2..,EEG,160.0,122.99375,-8.587242403521168e-08,2.7815964781340275e-05,7.737278967167625e-10,-0.0001325116034341961,0.0001434140085550818,-9.234885613327383e-07,2.7816097332119977e-05,0.0002759256119892779,7.679861099349544e-10,0.34920851851199136,5.084252573286916e-10,0.23118442975598597,6.43412924403929e-10,0.29256424200379605,2.357072525543937e-10,0.10717769423463018,4.475905989310331e-11,0.020352249595482815
S014,R08,motor_imagery_left_right_fist,S014R08.edf,C4..,EEG,160.0,122.99375,-2.1068373733154834e-08,2.4783202657240717e-05,6.142071339498632e-10,-0.00012176675951594494,0.00013420805635329383,-8.301329254447476e-07,2.478321161242495e-05,0.00025597481586923877,5.888964780589708e-10,0.3267611523127378,4.346359729842103e-10,0.24116658302491453,5.25721341042929e-10,0.29170714649338264,2.0924286841436692e-10,0.11610264850226262,4.5008452524397314e-11,0.02497385255072368
S014,R08,motor_imagery_left_right_fist,S014R08.edf,C6..,EEG,160.0,122.99375,4.932168246266479e-09,1.8380180693024705e-05,3.3783104230823813e-10,-7.858671564154099e-05,9.41522878250061e-05,-6.414101898650981e-07,1.8380181354777807e-05,0.00017273900346654708,2.682456576739382e-10,0.26888218976313477,2.0743687132729062e-10,0.2079291075343082,2.738480214509473e-10,0.2744978476391065,1.6459891991397728e-10,0.16498950403481957,8.572971788676185e-11,0.08593314975926963
S014,R08,motor_imagery_left_right_fist,S014R08.edf,Cp5.,EEG,160.0,122.99375,-7.320247811958886e-08,2.4479914910876024e-05,5.992662340437302e-10,-9.700105422670562e-05,0.00014587306761530515,-7.163205884487999e-07,2.448002435959844e-05,0.00024287412184201078,4.989742571668092e-10,0.284026078020917,3.8757447819495256e-10,0.2206151066946028,5.885245155564906e-10,0.33499986737149273,2.3290699215997714e-10,0.13257529537186524,5.00511040254589e-11,0.028490084554032645
S014,R08,motor_imagery_left_right_fist,S014R08.edf,Cp3.,EEG,160.0,122.99375,-4.453717000881231e-08,2.5628488724931763e-05,6.568194343239546e-10,-0.00010332257174688829,0.00014321678121096033,-7.010595076195744e-07,2.562852742323419e-05,0.00024653935295784865,5.278886407311662e-10,0.2710545426173235,4.539611497022859e-10,0.23309505510131112,6.724616506560956e-10,0.3452883261397995,2.51139347268434e-10,0.12895231239068333,4.313744285383071e-11,0.022149747011473604
S014,R08,motor_imagery_left_right_fist,S014R08.edf,Cp1.,EEG,160.0,122.99375,-4.670875964553297e-08,2.578893068729891e-05,6.650689459943074e-10,-0.00012025422297819529,0.0001561670406440552,-1.012826338444359e-06,2.5788972986579653e-05,0.0002764212636222505,5.261722163763196e-10,0.2633220155465796,4.862810066104431e-10,0.24335852558794344,6.989265731458812e-10,0.349776647705415,2.4910618674595617e-10,0.12466477920634644,3.859915769201161e-11,0.019316884634956545
S014,R08,motor_imagery_left_right_fist,S014R08.edf,Cpz.,EEG,160.0,122.99375,-2.887802177749657e-08,2.5444487551521314e-05,6.474219467595231e-10,-0.00011357863464366022,0.00014838484896854495,-1.0055279998961054e-06,2.544450393895831e-05,0.00026196348361220517,5.151419250545103e-10,0.2653003967281219,4.945113393898613e-10,0.2546755527863563,6.688093683414745e-10,0.3444398177020872,2.2853913172264547e-10,0.1176986755785846,3.546239229880131e-11,0.018263290732558304
S014,R08,motor_imagery_left_right_fist,S014R08.edf,Cp2.,EEG,160.0,122.99375,-2.7210194102609478e-08,2.333365611371834e-05,5.444595076332652e-10,-0.00012070932784805514,0.00013973388021548764,-8.587715310174968e-07,2.3333671979093394e-05,0.0002604432080635428,4.1025271630262227e-10,0.2495544735303432,4.2695445488225177e-10,0.2597140493543491,5.728672102617045e-10,0.34847197685389786,2.0399641301085414e-10,0.12408989734378699,3.060185476606014e-11,0.01861494013744169
S014,R08,motor_imagery_left_right_fist,S014R08.edf,Cp4.,EEG,160.0,122.99375,-2.7896511275508313e-08,2.4446246918557438e-05,5.976189884030791e-10,-0.00010500786247188596,0.00010933291833394051,-4.362817304479855e-07,2.444626283541966e-05,0.00021434078080582647,5.788385636662246e-10,0.33040477357024156,4.3033522788701e-10,0.24563811475991054,4.928053123613339e-10,0.28129644060627673,2.1169808711053314e-10,0.12083862915764877,3.931182518370556e-11,0.02243944255577431
S014,R08,motor_imagery_left_right_fist,S014R08.edf,Cp6.,EEG,160.0,122.99375,1.114057460663582e-08,1.7783605382409674e-05,3.1625662039727033e-10,-7.792993747030022e-05,0.00010751331424339515,-6.361922841053952e-07,1.778360887192678e-05,0.00018544325171369539,2.6573904731753735e-10,0.27468330741053776,2.394922751622215e-10,0.24755311989293852,2.927480150391387e-10,0.30260134451649945,1.374337239604244e-10,0.1420594761224046,3.2718066402856384e-11,0.03381929295800966
S014,R08,motor_imagery_left_right_fist,S014R08.edf,Fp1.,EEG,160.0,122.99375,1.354192418026695e-07,5.1545537802084396e-05,2.6569424673061116e-09,-0.0002454847174409544,0.0003662285174954765,-2.2939596798259896e-06,5.1545715686923606e-05,0.0006117132349364308,6.713437726798427e-09,0.7913081925670166,7.867512610610223e-10,0.09273381890546152,5.317406731680086e-10,0.06267589990733512,2.8503946684291945e-10,0.033597401882105665,1.7107564324272898e-10,0.020164565987744992
S014,R08,motor_imagery_left_right_fist,S014R08.edf,Fpz.,EEG,160.0,122.99375,1.41099032404386e-07,5.103860714527231e-05,2.6049394193294417e-09,-0.0002461505339178483,0.0003645832050796829,-2.217087517990494e-06,5.103880218291166e-05,0.0006107337389975312,6.609326070708483e-09,0.7896177964486978,7.891962974567027e-10,0.09428547399484453,5.305454849418341e-10,0.06338439838703103,2.797357684651995e-10,0.0334201004338853,1.654700693002908e-10,0.019768749506574597
S014,R08,motor_imagery_left_right_fist,S014R08.edf,Fp2.,EEG,160.0,122.99375,1.3629870228806841e-07,4.8526495720773074e-05,2.3548207869382074e-09,-0.00022739300626171488,0.00035677424302704827,-1.6945488696491074e-06,4.8526687134755585e-05,0.0005841672492887632,5.925441592519447e-09,0.7853780016986153,7.599300769210393e-10,0.100723693909394,4.94634457765379e-10,0.06556051830828616,2.364695677729986e-10,0.031342473586196844,1.3086007715800723e-10,0.017344635719678647
S014,R08,motor_imagery_left_right_fist,S014R08.edf,Af7.,EEG,160.0,122.99375,6.309087238282364e-08,4.505994418822734e-05,2.0303985702461627e-09,-0.00020181552635831337,0.00034519455469170435,-2.224274459357613e-06,4.505998835668225e-05,0.0005470100810500177,4.760843563105208e-09,0.7249555539388188,7.463481278894998e-10,0.11364986337262177,5.432359084265099e-10,0.08272103119807868,3.2368681238458624e-10,0.049289280200987065,1.9708440151966382e-10,0.03001094860239395
S014,R08,motor_imagery_left_right_fist,S014R08.edf,Af3.,EEG,160.0,122.99375,4.6961419059006423e-08,3.820728125868829e-05,1.4597963411805134e-09,-0.00017442923816614515,0.00031934991083732724,-2.052022031610867e-06,3.820731011933964e-05,0.0004937791490034724,3.0884017648346144e-09,0.6550308362334523,6.436332945147281e-10,0.13651062498866662,6.046088504624018e-10,0.12823378273575795,2.6480207772140115e-10,0.056162876339857795,1.1522160227109611e-10,0.02443778634864107
S014,R08,motor_imagery_left_right_fist,S014R08.edf,Afz.,EEG,160.0,122.99375,2.7174099293722026e-08,3.67458232310567e-05,1.3502555249280664e-09,-0.00015686701534657415,0.00030518369734018554,-1.7936105384147463e-06,3.674583327888672e-05,0.0004620507126867597,2.739195628313635e-09,0.643301178477998,6.261125917167032e-10,0.14704279020744368,6.481442715963552e-10,0.15221693895532104,2.018937848370046e-10,0.04741483535186098,4.3651607513077615e-11,0.010251597317607357
S014,R08,motor_imagery_left_right_fist,S014R08.edf,Af4.,EEG,160.0,122.99375,9.396501004272583e-08,3.64603563249037e-05,1.3293575833389454e-09,-0.00016333089368264446,0.00030443058649828555,-1.6828084097785892e-06,3.646047740721531e-05,0.00046776148018093,2.8774627449839534e-09,0.6840638448265645,5.637467312644024e-10,0.13402041683055244,5.124353149750834e-10,0.12182207133622575,1.8518118167620247e-10,0.04402342005913826,6.89636238601826e-11,0.016394833181839367
S014,R08,motor_imagery_left_right_fist,S014R08.edf,Af8.,EEG,160.0,122.99375,1.0091000210251639e-07,3.6611326390374125e-05,1.3403892200625049e-09,-0.0001653956164248451,0.00030270280826840687,-1.5992726975133168e-06,3.661146545675315e-05,0.00046809842469325194,2.9100668177519427e-09,0.6862235777130946,5.661220527059595e-10,0.13349738159286473,5.103416553934817e-10,0.12034379227439114,1.8495001889058405e-10,0.0436131098045528,7.059348353744748e-11,0.01664666685341621
S014,R08,motor_imagery_left_right_fist,S014R08.edf,F7..,EEG,160.0,122.99375,-1.1335905657678278e-07,3.570315523507429e-05,1.2747152937398126e-09,-0.0001411803062152198,0.00028627474371834927,-8.319249398269146e-07,3.5703335194565796e-05,0.0004274550499335691,1.5578986400993439e-09,0.41960099502618164,4.830896286860604e-10,0.13011429862380106,5.492341259594671e-10,0.14792951211526295,5.862597168657153e-10,0.15790190337731796,5.443767608569902e-10,0.14662124007641272
S014,R08,motor_imagery_left_right_fist,S014R08.edf,F5..,EEG,160.0,122.99375,5.468662701747636e-08,3.2496311848955535e-05,1.0560102837845678e-09,-0.00014531919670617864,0.00027603097790141823,-1.3315354920742516e-06,3.2496357863793634e-05,0.00042135017460759685,1.6633064277736884e-09,0.5198064404142517,4.725255140680772e-10,0.14767080880063865,5.632478754232913e-10,0.1760228111344177,3.1111234536312503e-10,0.09722694394236955,1.9354503188100252e-10,0.06048551992706864
S014,R08,motor_imagery_left_right_fist,S014R08.edf,F3..,EEG,160.0,122.99375,3.8740082916117525e-08,3.036331597075673e-05,9.219309567400109e-10,-0.0001336365628588167,0.00024964160912414066,-1.4405929248160936e-06,3.036334068468151e-05,0.00038327817198295736,1.3566206813799039e-09,0.46724634077197363,5.291891862795131e-10,0.1822629672825682,6.855840624955128e-10,0.23612838053359025,2.587247150201429e-10,0.08910978434846689,7.487564342619419e-11,0.025788616437905476
S014,R08,motor_imagery_left_right_fist,S014R08.edf,F1..,EEG,160.0,122.99375,1.803826619100197e-08,3.022728454514909e-05,9.13688730973409e-10,-0.0001167167050914034,0.000230382404940014,-1.3996581054767104e-06,3.0227289927356307e-05,0.00034709911003141737,1.3381545707889126e-09,0.4604979671199549,5.679752782613199e-10,0.19545683788946008,7.169369794220371e-10,0.24671889838729869,2.3487946790943825e-10,0.08082886674799165,4.916904049728338e-11,0.016920499087701758
S014,R08,motor_imagery_left_right_fist,S014R08.edf,Fz..,EEG,160.0,122.99375,1.8384843864250306e-08,3.0049471219021126e-05,9.02970720542779e-10,-0.00012491815420935602,0.00021585063387186173,-1.4009561397676618e-06,3.0049476843120958e-05,0.00034076878808121777,1.2116354939266488e-09,0.4320359896667737,5.659608230439106e-10,0.20180610878604752,7.537349367144817e-10,0.26876120826943856,2.3218869602103854e-10,0.0827921215396154,4.189044977923916e-11,0.014936985602252022
S014,R08,motor_imagery_left_right_fist,S014R08.edf,F2..,EEG,160.0,122.99375,-9.845807158621496e-08,2.9938958913027606e-05,8.963412607959551e-10,-0.00011753663969180999,0.00020518502009429825,-1.6628163864293806e-06,2.9939120808531028e-05,0.0003227216597861082,1.1944230625179877e-09,0.43788827526047963,5.514159095272452e-10,0.20215497268199958,7.100125678450361e-10,0.2602982046340427,2.2679809403693822e-10,0.0831466080542993,4.612534585153662e-11,0.01691004533866183
S014,R08,motor_imagery_left_right_fist,S014R08.edf,F4..,EEG,160.0,122.99375,2.0371150291418015e-08,2.791612705626293e-05,7.793101498214151e-10,-0.00011516846810529077,0.00020288370115481412,-1.4846981510101696e-06,2.7916134488950638e-05,0.0003180521692601049,1.0484741161207506e-09,0.4349886924993844,4.818386547052981e-10,0.19990418760302653,6.284417674832617e-10,0.2607265725938658,2.063487024397074e-10,0.08560950708568131,4.648502513354264e-11,0.019285607525013983
S014,R08,motor_imagery_left_right_fist,S014R08.edf,F6..,EEG,160.0,122.99375,9.249388565708908e-08,2.7888439861832147e-05,7.777650779270282e-10,-0.00011924728972955085,0.0002309543268684057,-9.938958819445147e-07,2.7888593242505296e-05,0.0003502016165979566,1.3416366140811153e-09,0.5677564906061265,3.651014294711997e-10,0.15450435992597014,4.320105631200379e-10,0.18281910216783917,1.6619162258100245e-10,0.07032930632215369,5.974163924352826e-11,0.025281587490956867
S014,R08,motor_imagery_left_right_fist,S014R08.edf,F8..,EEG,160.0,122.99375,8.761558842219032e-08,2.7609815508746042e-05,7.623019124269935e-10,-0.00011985835880512757,0.0002306804146196137,-1.043713594041916e-06,2.7609954525828688e-05,0.00035053877342474125,1.3088653863568968e-09,0.563157969321991,3.6129274778547434e-10,0.15545134915665798,4.311829279320101e-10,0.1855225943260515,1.6515716616413968e-10,0.07106122240336336,5.929799749111122e-11,0.025513807760555233
S014,R08,motor_imagery_left_right_fist,S014R08.edf,Ft7.,EEG,160.0,122.99375,-3.527452589293817e-08,2.64366830059442e-05,6.988982083567789e-10,-0.00011966382386541263,0.00017940988353724936,-7.806946068569347e-07,2.6436706539373546e-05,0.000299073707402662,6.67517850190898e-10,0.35024963621080424,3.8789391492027174e-10,0.20352969220277245,5.073402119002791e-10,0.26620370466852283,2.3071908862725713e-10,0.12105934970199693,1.1541449204077088e-10,0.060558506172043586
S014,R08,motor_imagery_left_right_fist,S014R08.edf,Ft8.,EEG,160.0,122.99375,-1.095779024723555e-08,1.9285455818574362e-05,3.7192880613018367e-10,-9.005036628049712e-05,0.00010669737955090993,-1.7334898528740677e-07,1.9285458931623866e-05,0.00019674774583140704,3.0995352521538986e-10,0.29265325965432226,1.3206716487346411e-10,0.124695746779024,2.3049051469283627e-10,0.2176255307868709,2.1793939300612944e-10,0.20577495844258054,1.7226776141891346e-10,0.16265251984975623
S014,R08,motor_imagery_left_right_fist,S014R08.edf,T7..,EEG,160.0,122.99375,-9.834943553882837e-08,2.5533601204625218e-05,6.519647904768383e-10,-0.00012478232170171538,0.00013413257650566918,-6.381508020074211e-07,2.553379061338737e-05,0.00025891489820738456,4.812936297379588e-10,0.26862639673696326,3.7890750448441014e-10,0.21148120676697638,5.103091758197218e-10,0.28482096303019044,2.7314817579076825e-10,0.1524533168616791,1.5208612941602803e-10,0.0848844580821531
S014,R08,motor_imagery_left_right_fist,S014R08.edf,T8..,EEG,160.0,122.99375,1.0186170711752882e-07,1.4830329079775594e-05,2.1993866061443764e-10,-7.93674666996656e-05,8.999214222970517e-05,-1.4411317652608556e-07,1.4830678892815881e-05,0.00016935960892937077,8.87273613428146e-11,0.1392699571753691,5.983218617641221e-11,0.09391495340768925,1.1544564835841941e-10,0.18120803165597402,1.8470291775148052e-10,0.28991696649274457,1.929141178685512e-10,0.30280558925077306
S014,R08,motor_imagery_left_right_fist,S014R08.edf,T9..,EEG,160.0,122.99375,-9.204192594858366e-08,2.535118510803455e-05,6.426825863818328e-10,-0.00012472105730026132,0.00013330699718278646,-6.372713314265646e-07,2.5351352194665377e-05,0.0002580280544830478,4.763371823522215e-10,0.2713022871966053,3.744343399797034e-10,0.21326257240680652,5.037080090554043e-10,0.28689159695900074,2.633079661547728e-10,0.14996950920798308,1.4181009118502516e-10,0.08076926074943235
S014,R08,motor_imagery_left_right_fist,S014R08.edf,T10.,EEG,160.0,122.99375,9.20910585232144e-08,1.4733548662537918e-05,2.1707745619137286e-10,-7.72780150730878e-05,9.065127145264687e-05,-1.0917203184293974e-07,1.4733836464221827e-05,0.00016792928652573465,8.897281605392278e-11,0.14349472404097544,5.910397908014486e-11,0.09532247650438443,1.1357157434186741e-10,0.18316742620811838,1.7811281391693845e-10,0.28725907771293746,1.8476577823641562e-10,0.2979889311830046
S014,R08,motor_imagery_left_right_fist,S014R08.edf,Tp7.,EEG,160.0,122.99375,-7.990159853751438e-08,2.435151180168207e-05,5.929961270274612e-10,-9.99184136008471e-05,0.00013412815173032862,-8.331848012584403e-07,2.4351642886937012e-05,0.00023404656533117571,4.026204773076963e-10,0.23876312984186002,3.8382061416803345e-10,0.22761438203389872,5.189359160551173e-10,0.30774083904823807,2.641334265799955e-10,0.15663714883010832,1.197134153332896e-10,0.07099278685517658
S014,R08,motor_imagery_left_right_fist,S014R08.edf,Tp8.,EEG,160.0,122.99375,4.883366247338948e-08,1.5037507361776402e-05,2.2612662765547947e-10,-6.063852700840413e-05,7.17790462676186e-05,-3.2351040474327014e-07,1.5037586654183247e-05,0.00013241757327602273,1.1351794981561138e-10,0.1669496215879322,1.125474756091876e-10,0.16552235566402793,1.609210400503565e-10,0.23666483393667526,1.5963893273005586e-10,0.2347792525611572,1.360930929632999e-10,0.20015064056265724
S014,R08,motor_imagery_left_right_fist,S014R08.edf,P7..,EEG,160.0,122.99375,-4.1994608847783743e-08,2.3843269926762303e-05,5.685015208004477e-10,-0.00011316849410409206,0.00012676449888061775,-1.1067897920192433e-06,2.3843306908808177e-05,0.0002399329929847098,3.6823510202507137e-10,0.21364458226866156,3.9181665671662656e-10,0.2273262529557214,6.58387050821344e-10,0.38198646916133805,2.559084186486013e-10,0.14847429509175836,5.0658216457165496e-11,0.029391151017237035
S014,R08,motor_imagery_left_right_fist,S014R08.edf,P5..,EEG,160.0,122.99375,-3.051669691969258e-08,2.585075023104531e-05,6.682612875078891e-10,-0.00010095600689817971,0.0001381750357374694,-8.812578464623586e-07,2.5850768243452264e-05,0.0002391310426356491,4.794008563525832e-10,0.2405349186510938,4.440790562642128e-10,0.2228125341407546,7.417178783809003e-10,0.3721500434851078,2.8187341611179996e-10,0.14142736358504293,4.7706583582345065e-11,0.02393633438289361
S014,R08,motor_imagery_left_right_fist,S014R08.edf,P3..,EEG,160.0,122.99375,-1.3890607348172053e-08,2.6689267709663514e-05,7.123170108780876e-10,-0.00011140551383323266,0.00013758444163674698,-6.519614907115627e-07,2.668927132439288e-05,0.00024898995546997964,5.552320066725677e-10,0.25726988635712406,4.960084185824801e-10,0.22982830230848833,7.647452502396601e-10,0.3543490311381366,2.9760887527267505e-10,0.13789875331417112,4.5676580038424524e-11,0.02116450135158995
S014,R08,motor_imagery_left_right_fist,S014R08.edf,P1..,EEG,160.0,122.99375,1.8309778624219015e-10,2.5312258423533062e-05,6.407104264997205e-10,-0.00011116235727146834,0.00014158297548226838,-7.319470204820893e-07,2.531225842419529e-05,0.00025274533275373675,4.754844163831622e-10,0.24285819929513078,4.615427620854491e-10,0.23573736643231538,7.042192587653309e-10,0.35968670097251226,2.7912881536526666e-10,0.1425677038726862,3.8655298891934197e-11,0.019743562477860927
S014,R08,motor_imagery_left_right_fist,S014R08.edf,Pz..,EEG,160.0,122.99375,-2.489849531664231e-08,2.5329098160897072e-05,6.415632136443594e-10,-0.00011669358491325217,0.00016667075319069978,-8.378587204291176e-07,2.5329110398500543e-05,0.00028336433810395193,4.800693701740071e-10,0.2496263443676872,4.6417706169488654e-10,0.24136266600018683,6.767278732863326e-10,0.3518847808993858,2.683671128893713e-10,0.1395454605129302,3.4840995795092505e-11,0.01811661179572128
S014,R08,motor_imagery_left_right_fist,S014R08.edf,P2..,EEG,160.0,122.99375,-2.923843610048779e-08,2.4025845875409052e-05,5.772412700289102e-10,-0.0001086775495586858,0.00013451849209059053,-7.152552311602524e-07,2.40258636663712e-05,0.00024319604164927633,4.393863322406012e-10,0.25187343087502495,4.134624402785113e-10,0.23701284206965997,6.12246468841975e-10,0.35096362206347614,2.4736313971377316e-10,0.14179822652655788,3.2954658593641425e-11,0.018890899225218544
S014,R08,motor_imagery_left_right_fist,S014R08.edf,P4..,EEG,160.0,122.99375,-4.2287797766787e-08,2.2251129778541416e-05,4.951127764214925e-10,-0.00010731028776484388,0.00012023272105079708,-6.276960766214123e-07,2.2251169962034187e-05,0.00022754300881564095,3.5529513446333705e-10,0.2361772992552102,3.6501548539289486e-10,0.2426387618750782,5.406189543252365e-10,0.35936862673779646,2.1521779178930347e-10,0.14306291273378796,2.9066704161594466e-11,0.01932167097504666
S014,R08,motor_imagery_left_right_fist,S014R08.edf,P6..,EEG,160.0,122.99375,-1.866387448535372e-08,2.1020055379767712e-05,4.4184272816850157e-10,-9.044450143351692e-05,0.0001062922216890166,-7.341203972299346e-07,2.102006366566744e-05,0.0001967367231225335,3.0488077186822123e-10,0.22843378958283386,3.0088708851768407e-10,0.22544149782049408,5.133949830327534e-10,0.38466434209133116,1.8719486988425146e-10,0.14025690520295567,2.922422046986434e-11,0.021896426555954866
S014,R08,motor_imagery_left_right_fist,S014R08.edf,P8..,EEG,160.0,122.99375,-5.541011940164443e-08,1.801067016453926e-05,3.243842397758246e-10,-8.703300277185236e-05,9.685839685191674e-05,-6.048339230685129e-07,1.80107553994039e-05,0.0001838913996237691,1.7303225168001793e-10,0.17380362096147106,2.017773533330192e-10,0.2026768668661485,4.4963640336466824e-10,0.4516408603720241,1.329740540279689e-10,0.13356684583129785,3.906942267195619e-11,0.03924359223977172
S014,R08,motor_imagery_left_right_fist,S014R08.edf,Po7.,EEG,160.0,122.99375,5.801030527915505e-09,2.7185150989074225e-05,7.390324342987634e-10,-0.00012689801251889712,0.00013898426901758721,-7.883178089679948e-07,2.7185151608014227e-05,0.00026588228153648434,5.478706345938554e-10,0.2407165252283542,4.3487107855733344e-10,0.1910681981162018,8.917634508929083e-10,0.3918118359888356,3.313684371576883e-10,0.14559250619825717,7.220290261267757e-11,0.0317236054113566
S014,R08,motor_imagery_left_right_fist,S014R08.edf,Po3.,EEG,160.0,122.99375,-4.809462052695257e-09,2.6635499070445355e-05,7.094498107316954e-10,-0.0001226469301316766,0.00013020383415150212,-8.465310319054912e-07,2.66354995046577e-05,0.00025285076428317873,4.473939260850166e-10,0.20096408938549754,4.4910473362799505e-10,0.20173256401142078,9.435150700230629e-10,0.42381587190490244,3.36850899364012e-10,0.15130946198073938,5.089024028260918e-11,0.022859297367976112
S014,R08,motor_imagery_left_right_fist,S014R08.edf,Poz.,EEG,160.0,122.99375,-1.766367722484826e-08,2.5913653282517764e-05,6.715174264465437e-10,-9.829132999449673e-05,0.00013613497195779414,-7.204093331428739e-07,2.5913659302615616e-05,0.00023442630195229087,5.002702006178802e-10,0.24263642586836523,4.352078361181218e-10,0.21108047957920312,7.530310064487453e-10,0.3652281342105011,3.350573729294207e-10,0.1625064281822685,3.949623837473624e-11,0.01915610024873518
S014,R08,motor_imagery_left_right_fist,S014R08.edf,Po4.,EEG,160.0,122.99375,-4.629591984287979e-08,2.4255290625028384e-05,5.883191233045899e-10,-0.00010971382633077695,0.00012764719051308596,-5.326469659645501e-07,2.4255334807352873e-05,0.0002373610168438629,3.584115062639755e-10,0.20408569837999724,3.504357558333358e-10,0.19954416841152905,7.65304184042033e-10,0.43577741267691805,2.5050882913113507e-10,0.14264405146058165,3.265271625852155e-11,0.0185930202718329
S014,R08,motor_imagery_left_right_fist,S014R08.edf,Po8.,EEG,160.0,122.99375,-7.619781737352556e-08,2.336145228845118e-05,5.457574530255809e-10,-0.00011989283895436092,0.00011267999140622472,-7.750277119072007e-07,2.3361576554953508e-05,0.00023257283036058564,3.068301450996068e-10,0.18707730030021635,2.941533329024253e-10,0.17934812557557614,7.904109329205487e-10,0.48192117306645027,2.1591824172644273e-10,0.13164743553681615,3.389867192098079e-11,0.020668347383798052
S014,R08,motor_imagery_left_right_fist,S014R08.edf,O1..,EEG,160.0,122.99375,-4.3071395638306763e-08,2.5170774654267387e-05,6.335678966959094e-10,-0.00012316959797502942,0.00012905808528362436,-7.731369905832766e-07,2.5170811505413006e-05,0.0002522276832586538,3.893574815656739e-10,0.20260656427198423,4.0778816845817366e-10,0.2121971804159101,7.199791805169929e-10,0.37464930049713707,3.264584394719228e-10,0.16987633712091224,8.00618024354965e-11,0.04166106339000007
